id,source_page,column,cer,cer_greedy,ref_len,n_sub,n_del,n_ins,has_numeral,has_abbrev_mark,ref,pred_greedy,pred_beam
line_058,page_0543,,0.5555555555555556,0.5555555555555556,63,4,31,0,False,True,"Իսկ Տօն Ընծայման՝ երից ամաց սուրբ
Կուսին ՚ի տաճարն աստ եդաւ, որ",Դակ Տան Շնծայման՝ երից ամաց սուր�,Դակ Տան Շնծայման՝ երից ամաց սուր
line_083,page_0543,,0.2978723404255319,0.2978723404255319,47,2,12,0,False,True,"կանոն, և այնու վարեսջիր մինչեւ ՚ի վերջ տարւոյն։","կանոն, և այնու վարեսջիր մինշ ՚ի վե�","կանոն, և այնու վարեսջիր մինշ ՚ի վե�"
line_095,page_0543,,0.2857142857142857,0.2857142857142857,42,3,9,0,False,True,լու եւ նուազի։ Վասն որոյ զՏարեգիրն կալ քեզ,լու եւ նուաղի։ ռան ոսոյ զՏարեգիրն ,լու եւ նուաղի։ ռան ոսոյ զՏարեգիրն 
line_075,page_0200,,0.18181818181818182,0.18181818181818182,22,1,0,3,True,False,լելուա. ազգէ յազգ պատ-,լըն լուիա. ազգէ յազգ պատ-,լըն լուիա. ազգէ յազգ պատ-
line_079,page_0051,,0.14285714285714285,0.14285714285714285,21,2,1,0,False,True,Տունք լը։ Գոբղայս լը։,Տունք լը։ Գօգայս լը։,Տունք լը։ Գօգայս լը։
line_043,page_0251,,0.13043478260869565,0.13043478260869565,23,2,0,1,False,False,"Ծափս հարէք, ամենայն հե-","Մակիս հարէք, ամենայն հե-","Մակիս հարէք, ամենայն հե-"
line_067,page_0559,,0.1111111111111111,0.1111111111111111,9,1,0,0,False,False,Հոկտեմբեր,հոկտեմբեր,հոկտեմբեր
line_020,page_0543,,0.09090909090909091,0.09090909090909091,33,1,1,1,True,True,"աստուած, ըստ պատշաճի աւուրն։ Սաղ.","աստւոած, ըստ պատշանի աւուրն։ Սաղ.","աստւոած, ըստ պատշանի աւուրն։ Սաղ."
line_090,page_0300,,0.08695652173913043,0.08695652173913043,23,2,0,0,False,False,քէն ըզմարմնացեալն աստը-,քէն ըղմարմնացեալն ասոը-,քէն ըղմարմնացեալն ասոը-
line_039,page_0559,,0.08333333333333333,0.08333333333333333,12,1,0,0,False,True,Ընդ կանայսն։,Ընդ կանայան։,Ընդ կանայան։
line_072,page_0499,,0.0625,0.0625,16,1,0,0,False,True,զփառսն աստուծոյ։,զիառսն աստուծոյ։,զիառսն աստուծոյ։
line_065,page_0543,,0.06060606060606061,0.06060606060606061,33,1,1,0,True,False,Մարգարէ Զաքար. Բ. 10. Խնդա եւ ու-,Մարգարէ Ձաքար. Բ. 10. Խնդա եւու-,Մարգարէ Ձաքար. Բ. 10. Խնդա եւու-
line_009,page_0543,,0.058823529411764705,0.058823529411764705,34,1,1,0,False,True,րակէի հանդիպիցի՝ Նորաստեղծեալ։ Քա-,րակէի հանդիպիցի՝ Նորաստեղծեալ։ Ք�,րակէի հանդիպիցի՝ Նորաստեղծեալ։ Ք�
line_057,page_0559,,0.058823529411764705,0.058823529411764705,17,0,1,0,False,True,Աստտուած օրհնեալ։,Աստուած օրհնեալ։,Աստուած օրհնեալ։
line_063,page_0499,,0.058823529411764705,0.058823529411764705,34,1,0,1,True,True,աձ. Որ համբարձաւն։ Սաղ. ՃԼ Տէր ոչ.,աձ. Որ համբարձաւն։ Սաղ. Ճձ. Տէր ոչ.,աձ. Որ համբարձաւն։ Սաղ. Ճձ. Տէր ոչ.
line_016,page_0499,,0.05714285714285714,0.02857142857142857,35,1,1,0,True,True,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԼԶ.,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԼԶ,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԱ.
line_038,page_0543,,0.05714285714285714,0.05714285714285714,35,1,1,0,True,True,ձեզ։ Ալէ. ՚ի ձայնէն։ Աւետարան Ղուկ.,ձեզ։ Սլէ. ՚ի ձայնէն։ Աւետարան Ղուկ,ձեզ։ Սլէ. ՚ի ձայնէն։ Աւետարան Ղուկ
line_087,page_0451,,0.047619047619047616,0.047619047619047616,21,0,0,1,False,True,զարարծս իւր։ Ամենակալ,զարարածս իւր։ Ամենակալ,զարարածս իւր։ Ամենակալ
line_011,page_0251,,0.043478260869565216,0.043478260869565216,23,0,0,1,False,False,"վրդեան քոյ, եւ ծածկեցեր","վբրդեան քոյ, եւ ծածկեցեր","վբրդեան քոյ, եւ ծածկեցեր"
line_082,page_0200,,0.043478260869565216,0.043478260869565216,23,0,0,1,False,False,Իսկ արդ յիշեա եւ տես թէ,Իսկ արդ յիշեա եւ տես՝ թէ,Իսկ արդ յիշեա եւ տես՝ թէ
line_100,page_0051,,0.043478260869565216,0.043478260869565216,23,1,0,0,False,False,"տես զուղղութիւն, զի գոն","տես զուրղութիւն, զի գոն","տես զուրղութիւն, զի գոն"
line_098,page_0051,,0.041666666666666664,0.041666666666666664,24,1,0,0,False,True,բժշկութիւն մարմնոյ իմոյ։,բժչկութիւն մարմնոյ իմոյ։,բժչկութիւն մարմնոյ իմոյ։
line_033,page_0451,,0.04,0.04,25,1,0,0,False,False,"վկային, եւ սրբոյն գրիգորի","վկային, եւ սրբոյն դրիգորի","վկային, եւ սրբոյն դրիգորի"
line_099,page_0300,,0.04,0.04,25,0,1,0,True,False,շարժ ըզխաղաղութիւն. և պա-,շարժըզխաղաղութիւն. և պա-,շարժըզխաղաղութիւն. և պա-
line_041,page_0559,,0.038461538461538464,0.038461538461538464,26,1,0,0,False,True,"նորոց, յայտից եւ անյայտից։","նորոց, յայաից եւ անյայտից։","նորոց, յայաից եւ անյայտից։"
line_046,page_0559,,0.038461538461538464,0.038461538461538464,26,1,0,0,True,True,գերեզման. և Եկին ՚ի գերեզ-,գերեզման. և Եկին ՚ի զերեզ-,գերեզման. և Եկին ՚ի զերեզ-
line_049,page_0200,,0.038461538461538464,0.038461538461538464,26,1,0,0,False,False,Խոստովան եղիցին երկինք ըս-,Իոստովան եղիցին երկինք ըս-,Իոստովան եղիցին երկինք ըս-
line_078,page_0559,,0.034482758620689655,0.034482758620689655,29,0,1,0,True,True,եւայլն։ Հարց ակ. Որ բարձրեալ։,եւայն։ Հարց ակ. Որ բարձրեալ։,եւայն։ Հարց ակ. Որ բարձրեալ։
line_035,page_0543,,0.03333333333333333,0.03333333333333333,30,1,0,0,True,False,Առակ. ԺԱ. 30. Ի պտղոյ արդարու-,Առակ. ԺԱ. 30. Ի պողոյ արդարու-,Առակ. ԺԱ. 30. Ի պողոյ արդարու-
line_024,page_0499,,0.03125,0.03125,32,1,0,0,True,False,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Օորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Օորեքշաբաթ. ահ. գկ. Երգեցէք տեա-
line_096,page_0543,,0.03125,0.03125,32,1,0,0,True,True,խոստովանեալ։ Շարական գկ. Ծառ կե-,խոստովանեալ։ Շարական գկ. Մառ կե-,խոստովանեալ։ Շարական գկ. Մառ կե-
line_008,page_0543,,0.030303030303030304,0.030303030303030304,33,0,1,0,True,False,Աւետարան Ղուկ. ԺԱ. 27. Եւ մինչդեռ,Աւետարան Ղուկ. ԺԱ. 27. Եւ մինչեռ,Աւետարան Ղուկ. ԺԱ. 27. Եւ մինչեռ
line_089,page_0499,,0.030303030303030304,0.030303030303030304,33,1,0,0,True,False,դձ. Որք տնկակիցք և Համբարձաւ տէրն,դձ. Որք անկակիցք և Համբարձաւ տէրն,դձ. Որք անկակիցք և Համբարձաւ տէրն
line_004,page_0499,,0.029411764705882353,0.029411764705882353,34,0,0,1,True,False,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13 շը-,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13. շը-,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13. շը-
line_010,page_0559,,0.029411764705882353,0.029411764705882353,34,1,0,0,True,False,21. Շբ. ԳՁ. Տօն Ընծայման սուրբ Աս-,21. Շբ. ԳՁ. Տօն ոնծայման սուրբ Աս-,21. Շբ. ԳՁ. Տօն ոնծայման սուրբ Աս-
line_025,page_0543,,0.029411764705882353,0.029411764705882353,34,1,0,0,True,False,բ. Կորն. Զ. 16. Ապաքէն դուք. վ. Է.,բ. Կորն. Զ. 16. Ապաքէն դուք. վ. Ի.,բ. Կորն. Զ. 16. Ապաքէն դուք. վ. Ի.
line_047,page_0499,,0.029411764705882353,0.029411764705882353,34,1,0,0,True,False,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃիԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃիԲ. Տէր
line_052,page_0499,,0.029411764705882353,0.029411764705882353,34,1,0,0,True,True,ընտրեալք։ Մեսեդի. Աստուած մեր յեր-,ընարեալք։ Մեսեդի. Աստուած մեր յեր-,ընարեալք։ Մեսեդի. Աստուած մեր յեր-
line_001,page_0451,,0.0,0.0,25,0,0,0,False,True,՚ի չարեացն զոր ունին վասն,՚ի չարեացն զոր ունին վասն,՚ի չարեացն զոր ունին վասն
line_002,page_0300,,0.0,0.0,25,0,0,0,False,False,լցումն լինիլ ամենայն հար-,լցումն լինիլ ամենայն հար-,լցումն լինիլ ամենայն հար-
line_003,page_0300,,0.0,0.0,23,0,0,0,False,False,վերայ հիման առաքելոց եւ,վերայ հիման առաքելոց եւ,վերայ հիման առաքելոց եւ
line_005,page_0251,,0.0,0.0,23,0,0,0,False,True,աստուած ՚ի ձայն ցընծու-,աստուած ՚ի ձայն ցընծու-,աստուած ՚ի ձայն ցընծու-
line_006,page_0200,,0.0,0.0,23,0,0,0,False,False,Օրհնեալ տէր աստուած իս-,Օրհնեալ տէր աստուած իս-,Օրհնեալ տէր աստուած իս-
line_007,page_0451,,0.0,0.0,8,0,0,0,False,True,Մաղթանք։,Մաղթանք։,Մաղթանք։
line_012,page_0499,,0.0,0.030303030303030304,33,0,0,0,True,True,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Ձի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.
line_013,page_0300,,0.0,0.0,22,0,0,0,True,True,բանն աստըւած. աղաչեմք։,բանն աստըւած. աղաչեմք։,բանն աստըւած. աղաչեմք։
line_014,page_0200,,0.0,0.0,24,0,0,0,False,False,"րա, եւ զաթոռ նորա յերկիր","րա, եւ զաթոռ նորա յերկիր","րա, եւ զաթոռ նորա յերկիր"
line_015,page_0251,,0.0,0.0,22,0,0,0,False,False,ցրուեցան ամենայն թշնա-,ցրուեցան ամենայն թշնա-,ցրուեցան ամենայն թշնա-
line_017,page_0335,,0.0,0.0,24,0,0,0,True,False,կեր քո. գլուխըն ոտից խո-,կեր քո. գլուխըն ոտից խո-,կեր քո. գլուխըն ոտից խո-
line_018,page_0300,,0.0,0.0,23,0,0,0,False,False,"սացըն, տէր, որք ճգնեցան","սացըն, տէր, որք ճգնեցան","սացըն, տէր, որք ճգնեցան"
line_019,page_0559,,0.0,0.0,26,0,0,0,True,True,Յիսնակաց պահոցն։ Համբ. դձ.,Յիսնակաց պահոցն։ Համբ. դձ.,Յիսնակաց պահոցն։ Համբ. դձ.
line_021,page_0200,,0.0,0.0,14,0,0,0,False,True,որդիս մարդկան։,որդիս մարդկան։,որդիս մարդկան։
line_022,page_0543,,0.0,0.0,33,0,0,0,True,True,նեայ։ Ալէ. Երգեցէք տեառն երգ նոր։,նեայ։ Ալէ. Երգեցէք տեառն երգ նոր։,նեայ։ Ալէ. Երգեցէք տեառն երգ նոր։
line_023,page_0300,,0.0,0.0,26,0,0,0,True,False,ժողովելոցս. եւ շնորհեա մե-,ժողովելոցս. եւ շնորհեա մե-,ժողովելոցս. եւ շնորհեա մե-
line_026,page_0451,,0.0,0.0,23,0,0,0,False,False,կըրպագութիւն անբաժանելի,կըրպագութիւն անբաժանելի,կըրպագութիւն անբաժանելի
line_027,page_0451,,0.0,0.0,25,0,0,0,False,False,"կուսանաց, և ամենայն սրբոց","կուսանաց, և ամենայն սրբոց","կուսանաց, և ամենայն սրբոց"
line_028,page_0300,,0.0,0.0,23,0,0,0,True,False,կաւոր պիտոյից մերոց. ա-,կաւոր պիտոյից մերոց. ա-,կաւոր պիտոյից մերոց. ա-
line_029,page_0451,,0.0,0.0,21,0,0,0,True,True,արքայութիւնդ. և ողոր։,արքայութիւնդ. և ողոր։,արքայութիւնդ. և ողոր։
line_030,page_0251,,0.0,0.0,24,0,0,0,True,False,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն
line_031,page_0335,,0.0,0.0,15,0,0,0,False,True,առ քեզ դարձցին։,առ քեզ դարձցին։,առ քեզ դարձցին։
line_032,page_0251,,0.0,0.0,24,0,0,0,True,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
line_034,page_0543,,0.0,0.0,36,0,0,0,True,False,րան Ղուկ. ԺԱ. 33. Ոչ ուրուք լուցեալ.,րան Ղուկ. ԺԱ. 33. Ոչ ուրուք լուցեալ.,րան Ղուկ. ԺԱ. 33. Ոչ ուրուք լուցեալ.
line_036,page_0200,,0.0,0.0,19,0,0,0,False,True,ազինք երանիցեն նմա։,ազինք երանիցեն նմա։,ազինք երանիցեն նմա։
line_037,page_0543,,0.0,0.0,34,0,0,0,True,True,"րոզ, Սուրբ զաստուածածինն. Կեցո։ Ա-","րոզ, Սուրբ զաստուածածինն. Կեցո։ Ա-","րոզ, Սուրբ զաստուածածինն. Կեցո։ Ա-"
line_040,page_0251,,0.0,0.0,22,0,0,0,True,False,Ալէ. Յարեաւ աստուած եւ,Ալէ. Յարեաւ աստուած եւ,Ալէ. Յարեաւ աստուած եւ
line_042,page_0451,,0.0,0.0,13,0,0,0,False,True,եւ կեցո զմեզ։,եւ կեցո զմեզ։,եւ կեցո զմեզ։
line_044,page_0051,,0.0,0.0,11,0,0,0,False,True,տաց կորիցէ։,տաց կորիցէ։,տաց կորիցէ։
line_045,page_0335,,0.0,0.0,19,0,0,0,False,False,յորժամ ուխտից պատա-,յորժամ ուխտից պատա-,յորժամ ուխտից պատա-
line_048,page_0451,,0.0,0.0,22,0,0,0,False,False,"Ամենողորմ տէր, ողորմեա","Ամենողորմ տէր, ողորմեա","Ամենողորմ տէր, ողորմեա"
line_050,page_0451,,0.0,0.0,6,0,0,0,False,True,Աղօթք։,Աղօթք։,Աղօթք։
line_051,page_0051,,0.0,0.0,10,0,0,0,False,True,ցան ՚ի նա։,ցան ՚ի նա։,ցան ՚ի նա։
line_053,page_0499,,0.0,0.0,34,0,0,0,True,False,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.
line_054,page_0451,,0.0,0.0,22,0,0,0,False,True,ամենայն հաւատացելոց ՚ի,ամենայն հաւատացելոց ՚ի,ամենայն հաւատացելոց ՚ի
line_055,page_0200,,0.0,0.0,25,0,0,0,False,False,զուր ինչ ստեղծեր զամենայն,զուր ինչ ստեղծեր զամենայն,զուր ինչ ստեղծեր զամենայն
line_056,page_0051,,0.0,0.0,24,0,0,0,False,False,"ցէ զնոսա, ապրեցուսցէ ըզ-","ցէ զնոսա, ապրեցուսցէ ըզ-","ցէ զնոսա, ապրեցուսցէ ըզ-"
line_059,page_0451,,0.0,0.0,24,0,0,0,False,False,"տէր, ընկալ զաղաչանս մեր,","տէր, ընկալ զաղաչանս մեր,","տէր, ընկալ զաղաչանս մեր,"
line_060,page_0499,,0.0,0.0,31,0,0,0,True,True,վ. 8. առնեմ զայս։ Ճաշու շարական,վ. 8. առնեմ զայս։ Ճաշու շարական,վ. 8. առնեմ զայս։ Ճաշու շարական
line_061,page_0200,,0.0,0.0,22,0,0,0,False,False,Եղիցի հաստատութիւն ընդ,Եղիցի հաստատութիւն ընդ,Եղիցի հաստատութիւն ընդ
line_062,page_0251,,0.0,0.0,23,0,0,0,False,False,ղեր զանիրաւութիւն ժողո-,ղեր զանիրաւութիւն ժողո-,ղեր զանիրաւութիւն ժողո-
line_064,page_0251,,0.0,0.0,24,0,0,0,False,False,"քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն"
line_066,page_0543,,0.0,0.0,33,0,0,0,True,True,րութեան ՚ի ձայնէն։ Աւետարան Ղուկ.,րութեան ՚ի ձայնէն։ Աւետարան Ղուկ.,րութեան ՚ի ձայնէն։ Աւետարան Ղուկ.
line_068,page_0051,,0.0,0.0,25,0,0,0,False,False,րէին զանձն իմ ոյք խորհէին,րէին զանձն իմ ոյք խորհէին,րէին զանձն իմ ոյք խորհէին
line_069,page_0200,,0.0,0.0,23,0,0,0,False,False,Ասացեր թէ աշխարհս ողոր-,Ասացեր թէ աշխարհս ողոր-,Ասացեր թէ աշխարհս ողոր-
line_070,page_0559,,0.0,0.0,28,0,0,0,True,True,Անճառելի բնութիւն։ Համբ. աձ.,Անճառելի բնութիւն։ Համբ. աձ.,Անճառելի բնութիւն։ Համբ. աձ.
line_071,page_0251,,0.0,0.0,24,0,0,0,True,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
line_073,page_0559,,0.0,0.0,8,0,0,0,False,True,նոխակալ։,նոխակալ։,նոխակալ։
line_074,page_0543,,0.0,0.0,33,0,0,0,True,True,Ճաշու սաղ. Ե. Երկիրպագից ՚ի տաճար,Ճաշու սաղ. Ե. Երկիրպագից ՚ի տաճար,Ճաշու սաղ. Ե. Երկիրպագից ՚ի տաճար
line_076,page_0451,,0.0,0.0,22,0,0,0,False,False,րեա քաւեա եւ թող զմեղս,րեա քաւեա եւ թող զմեղս,րեա քաւեա եւ թող զմեղս
line_077,page_0251,,0.0,0.0,23,0,0,0,False,True,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ
line_080,page_0499,,0.0,0.0,13,0,0,0,False,True,հարցանել ցնա։,հարցանել ցնա։,հարցանել ցնա։
line_081,page_0335,,0.0,0.0,23,0,0,0,False,False,զհոգի խոնարհ աստուած ոչ,զհոգի խոնարհ աստուած ոչ,զհոգի խոնարհ աստուած ոչ
line_084,page_0300,,0.0,0.0,23,0,0,0,False,False,Աղաչանօք սրբոց մարտիրո-,Աղաչանօք սրբոց մարտիրո-,Աղաչանօք սրբոց մարտիրո-
line_085,page_0300,,0.0,0.0,23,0,0,0,True,True,զուարճալի ըզբոյս. առ ՚ի,զուարճալի ըզբոյս. առ ՚ի,զուարճալի ըզբոյս. առ ՚ի
line_086,page_0543,,0.0,0.0,33,0,0,0,True,True,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-
line_088,page_0559,,0.0,0.0,30,0,0,0,True,False,9. Դշ. ԴՁ. Պահոց. Տօն Յղութեան,9. Դշ. ԴՁ. Պահոց. Տօն Յղութեան,9. Դշ. ԴՁ. Պահոց. Տօն Յղութեան
line_091,page_0451,,0.0,0.0,24,0,0,0,True,True,ւիտեանս յաւիտենից. ամէն։,ւիտեանս յաւիտենից. ամէն։,ւիտեանս յաւիտենից. ամէն։
line_092,page_0300,,0.0,0.0,30,0,0,0,False,True,"և այլն, տես ՚ի վերայ երես 295։","և այլն, տես ՚ի վերայ երես 295։","և այլն, տես ՚ի վերայ երես 295։"
line_093,page_0200,,0.0,0.0,24,0,0,0,False,False,Անարգեցեր զսրբութիւն նո-,Անարգեցեր զսրբութիւն նո-,Անարգեցեր զսրբութիւն նո-
line_094,page_0051,,0.0,0.0,23,0,0,0,False,True,նոցա ՚ի ժամանակս նեղու-,նոցա ՚ի ժամանակս նեղու-,նոցա ՚ի ժամանակս նեղու-
line_097,page_0559,,0.0,0.0,24,0,0,0,False,True,տէր աստուած հարցն մերոց։,տէր աստուած հարցն մերոց։,տէր աստուած հարցն մերոց։
