id,source_page,loss,cer,ref_len,multiline,ref,pred
page_0451/line_033,page_0451,0.0003,0.0,24,False,ւորաց։ Եւ քեզ փառք և եր-,ւորաց։ Եւ քեզ փառք և եր-
page_0451/line_042,page_0451,0.0003,0.0,6,False,Քարոզ։,Քարոզ։
page_0499/line_038,page_0499,0.0003,0.0,33,False,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.
page_0543/line_002,page_0543,0.0003,0.0,33,False,վայել է։ Մարգարէ Եսայ. ԻԹ. 11. Եւ,վայել է։ Մարգարէ Եսայ. ԻԹ. 11. Եւ
page_0543/line_082,page_0543,0.0003,0.0,32,False,րէք։ Աւետարան Ղուկ. ԺԱ. 49. Վասն,րէք։ Աւետարան Ղուկ. ԺԱ. 49. Վասն
page_0559/line_004,page_0559,0.0003,0.0,31,False,6. Կիր. ԱՁ. Չորրորդ։ Բարեկենդան,6. Կիր. ԱՁ. Չորրորդ։ Բարեկենդան
page_0559/line_044,page_0559,0.0003,0.0,14,False,զկարգ տեղւոյս։,զկարգ տեղւոյս։
page_0543/line_078,page_0543,0.0003,0.0,30,False,Հինգշաբաթ. հարց ապաշխարութեան։,Հինգշաբաթ. հարց ապաշխարութեան։
page_0559/line_081,page_0559,0.0003,0.0,6,False,ճացան։,ճացան։
page_0300/line_024,page_0300,0.0003,0.0,23,False,Զճգնութիւն սրբոց մարտի-,Զճգնութիւն սրբոց մարտի-
page_0300/line_065,page_0300,0.0002,0.0,21,False,"ւած, որ խոնարհեցաւ ՚ի","ւած, որ խոնարհեցաւ ՚ի"
page_0451/line_020,page_0451,0.0002,0.0,26,False,"զաղաչանս ծառայիս քո, և կա-","զաղաչանս ծառայիս քո, և կա-"
page_0051/line_015,page_0051,0.0002,0.0,21,False,տեառնէ է. վերակացու է,տեառնէ է. վերակացու է
page_0543/line_003,page_0543,0.0002,0.0,36,False,եղիցին ձեզ. վ. 20. անօրէնք ՚ի չարիս։,եղիցին ձեզ. վ. 20. անօրէնք ՚ի չարիս։
page_0251/line_039,page_0251,0.0002,0.0,23,False,նորա։ Փախեան ատելիք նո-,նորա։ Փախեան ատելիք նո-
page_0559/line_019,page_0559,0.0002,0.0,28,False,"Մամասայ, եւայլն։ Հարց գձ. Ա-","Մամասայ, եւայլն։ Հարց գձ. Ա-"
page_0300/line_059,page_0300,0.0002,0.0,25,False,"նի քում կրեցեր, եւ ցնծու-","նի քում կրեցեր, եւ ցնծու-"
page_0451/line_053,page_0451,0.0002,0.0,24,False,բարեխօսութեամբ սուրբ աս-,բարեխօսութեամբ սուրբ աս-
page_0451/line_062,page_0451,0.0002,0.0,20,False,թեամբ փառաւորել զքեզ,թեամբ փառաւորել զքեզ
page_0543/line_086,page_0543,0.0002,0.0,36,False,Տեսին ամենայն։ Առաքեալն Կողոս. Դ. 5.,Տեսին ամենայն։ Առաքեալն Կողոս. Դ. 5.
page_0543/line_076,page_0543,0.0002,0.0,18,False,վ. 42. ոչ անցանել։,վ. 42. ոչ անցանել։
page_0559/line_083,page_0559,0.0002,0.0,35,False,20. Կիր. ԱԿ. հինգերորդ։ Հարց գձ. Որ,20. Կիր. ԱԿ. հինգերորդ։ Հարց գձ. Որ
page_0499/line_070,page_0499,0.0002,0.0,31,False,Ճաշու շարական աձ. Որ համբաձաւն։,Ճաշու շարական աձ. Որ համբաձաւն։
page_0451/line_011,page_0451,0.0002,0.0,23,False,"թից և անծանօթից, կենդա-","թից և անծանօթից, կենդա-"
page_0451/line_038,page_0451,0.0002,0.0,22,False,Վասն սրբուհւոյ աստուա-,Վասն սրբուհւոյ աստուա-
page_0543/line_037,page_0543,0.0002,0.0,32,False,"Ճաշու ժամամուտ, Աստուածածին զքեզ","Ճաշու ժամամուտ, Աստուածածին զքեզ"
page_0559/line_029,page_0559,0.0002,0.0,28,False,"Քրիստոս յարեաւ, և Առաւօտեան։","Քրիստոս յարեաւ, և Առաւօտեան։"
page_0200/line_045,page_0200,0.0002,0.0,16,False,լուիա. ալէլուիա։,լուիա. ալէլուիա։
page_0499/line_053,page_0499,0.0002,0.0,32,False,ձաւ։ Կաթ. Յուդա. Ա. 1. Յուդա յի-,ձաւ։ Կաթ. Յուդա. Ա. 1. Յուդա յի-
page_0335/line_022,page_0335,0.0002,0.0,24,False,Յայնժամ հաճեսցիս ընդ պա-,Յայնժամ հաճեսցիս ընդ պա-
page_0251/line_065,page_0251,0.0002,0.0,23,False,եւ միշտ. Ալէլուիա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.
page_0051/line_012,page_0051,0.0002,0.0,23,False,"ասին, եւ զաւակ ամբարըշ-","ասին, եւ զաւակ ամբարըշ-"
page_0499/line_082,page_0499,0.0002,0.0,34,False,հովուեսդ։ Հմբ. դձ. Որք տնկակիցք. և,հովուեսդ։ Հմբ. դձ. Որք տնկակիցք. և
page_0300/line_039,page_0300,0.0002,0.0,17,False,ամենայն. աղաչեմք։,ամենայն. աղաչեմք։
page_0200/line_027,page_0200,0.0002,0.0,25,False,"մութեամբ շինեսցի, յերկինս","մութեամբ շինեսցի, յերկինս"
page_0051/line_041,page_0051,0.0002,0.0,24,False,"ղէ յոյժ, զօրհանապազ տըր-","ղէ յոյժ, զօրհանապազ տըր-"
page_0499/line_025,page_0499,0.0002,0.0,32,False,դկ. Այսօր ցնծան։ Առաւօտու աւետա-,դկ. Այսօր ցնծան։ Առաւօտու աւետա-
page_0051/line_028,page_0051,0.0002,0.0,11,False,խրատեր զիս։,խրատեր զիս։
page_0559/line_071,page_0559,0.0002,0.0,26,False,միւս Նիկողայոսի հայրապետին,միւս Նիկողայոսի հայրապետին
page_0251/line_071,page_0251,0.0002,0.0,21,False,տէր զօրութիւն ընդ մէջ,տէր զօրութիւն ընդ մէջ
page_0300/line_034,page_0300,0.0002,0.0,25,False,վասն անուանըդ քում սրբոյ.,վասն անուանըդ քում սրբոյ.
page_0543/line_023,page_0543,0.0002,0.0,31,False,գարէ Եսայ. ԾԲ 7. Այսպէս ասէ տէր,գարէ Եսայ. ԾԲ 7. Այսպէս ասէ տէր
page_0499/line_075,page_0499,0.0002,0.0,33,False,կի. վ. 15. մեղաւորք եւ ամբարիշտք։,կի. վ. 15. մեղաւորք եւ ամբարիշտք։
page_0499/line_089,page_0499,0.0002,0.0,36,False,"վ. 38. լսել ՚ի նմանէ։ Ճաշու շարական,","վ. 38. լսել ՚ի նմանէ։ Ճաշու շարական,"
page_0300/line_023,page_0300,0.0002,0.0,19,False,մարգարէից. աղաչեմք։,մարգարէից. աղաչեմք։
page_0559/line_058,page_0559,0.0002,0.0,29,False,նեալ ես տէր աստուած. հմբ. գկ.,նեալ ես տէր աստուած. հմբ. գկ.
page_0451/line_015,page_0451,0.0002,0.0,24,False,"յանցանացն, և դարձո զնոսա","յանցանացն, և դարձո զնոսա"
page_0499/line_056,page_0499,0.0002,0.0,33,False,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.
page_0499/line_086,page_0499,0.0002,0.0,30,False,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց
page_0543/line_014,page_0543,0.0002,0.0,32,False,տուն. ահ. գկ. Երգեցէք որդիք. իւր,տուն. ահ. գկ. Երգեցէք որդիք. իւր
page_0335/line_013,page_0335,0.0002,0.0,23,False,դու ընդ ողջակէզս իսկ ոչ,դու ընդ ողջակէզս իսկ ոչ
page_0300/line_069,page_0300,0.0002,0.0,21,False,թեանս՝ առնել խաղաղու-,թեանս՝ առնել խաղաղու-
page_0251/line_046,page_0251,0.0002,0.0,12,False,մէջ իւր էած։,մէջ իւր էած։
page_0200/line_051,page_0200,0.0002,0.0,17,False,ղեր զնովաւ զամօթ։,ղեր զնովաւ զամօթ։
page_0559/line_032,page_0559,0.0002,0.0,21,False,"ման, և Ձայն աւետաւոր։","ման, և Ձայն աւետաւոր։"
page_0300/line_015,page_0300,0.0002,0.0,23,False,Զճգնութիւն սրբոց մարտի-,Զճգնութիւն սրբոց մարտի-
page_0499/line_034,page_0499,0.0002,0.0,33,False,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան
page_0499/line_078,page_0499,0.0002,0.0,20,False,15. եւ դուք առնիջիք։,15. եւ դուք առնիջիք։
page_0543/line_015,page_0543,0.0002,0.0,32,False,"սարօքն։ Առաւօտու երգ, Իջցէ որպէս","սարօքն։ Առաւօտու երգ, Իջցէ որպէս"
page_0051/line_052,page_0051,0.0002,0.0,24,False,"Սիրտ իմ խռովեցաւ յիս, եւ","Սիրտ իմ խռովեցաւ յիս, եւ"
page_0559/line_074,page_0559,0.0002,0.0,27,False,Յակոբայ պահոցն։ Հարց բձ. Որ,Յակոբայ պահոցն։ Հարց բձ. Որ
page_0543/line_066,page_0543,0.0002,0.0,33,False,բարք գոհանալ. վ. 23. պօղոս պաշտօ-,բարք գոհանալ. վ. 23. պօղոս պաշտօ-
page_0300/line_031,page_0300,0.0002,0.0,19,False,՚ի յերկրի. աղաչեմք։,՚ի յերկրի. աղաչեմք։
page_0251/line_001,page_0251,0.0002,0.0,28,False,Ալէլուք Յարութեանն Քրիստոսի։,Ալէլուք Յարութեանն Քրիստոսի։
page_0559/line_009,page_0559,0.0002,0.0,23,False,գձ. Փառաւորեալ անուն քո,գձ. Փառաւորեալ անուն քո
page_0200/line_049,page_0200,0.0002,0.0,20,False,Նուազ արարեր զաւուրս,Նուազ արարեր զաւուրս
page_0451/line_064,page_0451,0.0002,0.0,26,False,գւոյդ. այժմ և միշտ և յաւի-,գւոյդ. այժմ և միշտ և յաւի-
page_0499/line_016,page_0499,0.0002,0.0,30,False,մէն ամէն ասեմ. վ 26. հայրն իմ։,մէն ամէն ասեմ. վ 26. հայրն իմ։
page_0251/line_062,page_0251,0.0002,0.0,23,False,ռըն օրհնեալ՝ յայսմ հետէ,ռըն օրհնեալ՝ յայսմ հետէ
page_0251/line_003,page_0251,0.0002,0.0,21,False,Ողորմութեամբ տեառն լի,Ողորմութեամբ տեառն լի
page_0559/line_016,page_0559,0.0002,0.0,34,False,20. Կիր. ԴՁ. Երկրորդ. Համբ. դձ. Ա-,20. Կիր. ԴՁ. Երկրորդ. Համբ. դձ. Ա-
page_0200/line_042,page_0200,0.0002,0.0,23,False,Դարձուցեր զօգնութիւն ՚ի,Դարձուցեր զօգնութիւն ՚ի
page_0499/line_007,page_0499,0.0002,0.0,33,False,րան Ղուկ. Ի. 1. Եւ եղեւ ՚ի միում.,րան Ղուկ. Ի. 1. Եւ եղեւ ՚ի միում.
page_0499/line_040,page_0499,0.0002,0.0,35,False,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.
page_0251/line_013,page_0251,0.0002,0.0,21,False,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ
page_0499/line_046,page_0499,0.0002,0.0,34,False,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-
page_0335/line_030,page_0335,0.0002,0.0,24,False,Երգ երրորդի ժամու աւուրն,Երգ երրորդի ժամու աւուրն
page_0200/line_063,page_0200,0.0002,0.0,23,False,"Ուր են ողորմութիւնք քո,","Ուր են ողորմութիւնք քո,"
page_0200/line_062,page_0200,0.0002,0.0,23,False,զանձն իւր ՚ի ձեռաց դժո-,զանձն իւր ՚ի ձեռաց դժո-
page_0251/line_041,page_0251,0.0002,0.0,24,False,"Ալէ. Տէր թագաւորեաց, վա-","Ալէ. Տէր թագաւորեաց, վա-"
page_0200/line_021,page_0200,0.0002,0.0,19,False,ալելուիա. ալէլուիա։,ալելուիա. ալէլուիա։
page_0200/line_017,page_0200,0.0002,0.0,22,False,սուրբ փառաց նորա յաւի-,սուրբ փառաց նորա յաւի-
page_0543/line_031,page_0543,0.0002,0.0,33,False,եկեսցէ։ Աւետարան Ղուկ. Ա. 39. Յա-,եկեսցէ։ Աւետարան Ղուկ. Ա. 39. Յա-
page_0200/line_031,page_0200,0.0002,0.0,20,False,երդուայ դաւթի ծառայի,երդուայ դաւթի ծառայի
page_0499/line_022,page_0499,0.0002,0.0,32,False,ման աւետարան Մարկ. ԺԱ. 12. Եւ ՚ի,ման աւետարան Մարկ. ԺԱ. 12. Եւ ՚ի
page_0559/line_046,page_0559,0.0002,0.0,34,False,1. Կիր. ԱՁ. Ութերորդ։ Համբ. աձ. Որ,1. Կիր. ԱՁ. Ութերորդ։ Համբ. աձ. Որ
page_0300/line_044,page_0300,0.0002,0.0,25,False,ճար մաքրեցին հոգւոյդ քում,ճար մաքրեցին հոգւոյդ քում
page_0251/line_032,page_0251,0.0002,0.0,21,False,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ
page_0051/line_060,page_0051,0.0002,0.0,23,False,Բռնադատէին զիս եւ խընդ-,Բռնադատէին զիս եւ խընդ-
page_0543/line_073,page_0543,0.0002,0.0,36,False,Կողոս. Ա. 24. Եւ արդ ուրախ. վ. Բ. 7.,Կողոս. Ա. 24. Եւ արդ ուրախ. վ. Բ. 7.
page_0451/line_005,page_0451,0.0002,0.0,25,False,և լսելի արա ինձ զերանաւէտ,և լսելի արա ինձ զերանաւէտ
page_0559/line_063,page_0559,0.0002,0.0,33,False,29. Կիր. ԳՁ. Երկրորդ։ Հարց ակ. Ա-,29. Կիր. ԳՁ. Երկրորդ։ Հարց ակ. Ա-
page_0543/line_071,page_0543,0.0002,0.0,32,False,Ճաշու շարական դկ. Փառաբանութիւն։,Ճաշու շարական դկ. Փառաբանութիւն։
page_0499/line_062,page_0499,0.0002,0.0,32,False,կիցք. և համբարձաւ տէրն մեր քրիս-,կիցք. և համբարձաւ տէրն մեր քրիս-
page_0335/line_025,page_0335,0.0002,0.0,23,False,րագս հանցեն ՚ի սեղան քո,րագս հանցեն ՚ի սեղան քո
page_0559/line_086,page_0559,0.0002,0.0,33,False,"21. Բշ. ԲՁ. Աբրահամու եւ Խորենայ,","21. Բշ. ԲՁ. Աբրահամու եւ Խորենայ,"
page_0543/line_032,page_0543,0.0002,0.0,35,False,րուցեալ մարիամ. վ. 56. ՚ի տուն իւր։,րուցեալ մարիամ. վ. 56. ՚ի տուն իւր։
page_0499/line_064,page_0499,0.0002,0.0,33,False,17. Գան առ նա սադուկեցիքն. վ. 31.,17. Գան առ նա սադուկեցիքն. վ. 31.
page_0300/line_046,page_0300,0.0002,0.0,23,False,"մերում ըզքաղցրախառն օդ,","մերում ըզքաղցրախառն օդ,"
page_0335/line_034,page_0335,0.0002,0.0,23,False,բարձր ձեռօք նիւթ ՚ի հո-,բարձր ձեռօք նիւթ ՚ի հո-
page_0543/line_036,page_0543,0.0002,0.0,16,False,"ղօթք, Ընկալ տէր։","ղօթք, Ընկալ տէր։"
page_0559/line_088,page_0559,0.0002,0.0,32,False,22. Գշ. ԲԿ. Աստուածատրոյ վկային։,22. Գշ. ԲԿ. Աստուածատրոյ վկային։
page_0251/line_064,page_0251,0.0002,0.0,21,False,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ
page_0499/line_033,page_0499,0.0002,0.0,34,False,րիցուէ առ գայիոս. վ. 15. յանուանէ։,րիցուէ առ գայիոս. վ. 15. յանուանէ։
page_0251/line_054,page_0251,0.0002,0.0,23,False,թիւն յակոբայ։ Թողեր զա-,թիւն յակոբայ։ Թողեր զա-
page_0499/line_027,page_0499,0.0002,0.0,33,False,զառակն զայն։ Ճաշու շարական դկ. Որ,զառակն զայն։ Ճաշու շարական դկ. Որ
page_0543/line_027,page_0543,0.0002,0.0,32,False,գարէ Մաղաք. Գ. 1. Ահա ես առաքեմ.,գարէ Մաղաք. Գ. 1. Ահա ես առաքեմ.
page_0559/line_062,page_0559,0.0002,0.0,30,False,լուհւոյ։ Հարց դձ. Յուսացեալքն։,լուհւոյ։ Հարց դձ. Յուսացեալքն։
page_0451/line_018,page_0451,0.0002,0.0,22,False,արժանի եղիցին. և ողոր։,արժանի եղիցին. և ողոր։
page_0499/line_041,page_0499,0.0002,0.0,33,False,և համբարձաւ տէրն մեր յերկինս։ Ար-,և համբարձաւ տէրն մեր յերկինս։ Ար-
page_0335/line_026,page_0335,0.0002,0.0,9,False,զուարակս։,զուարակս։
page_0499/line_006,page_0499,0.0002,0.0,33,False,դկ. Որ զամենազօր։ Առաւօտու աւետա-,դկ. Որ զամենազօր։ Առաւօտու աւետա-
page_0499/line_021,page_0499,0.0002,0.0294,34,False,Համբարձաւ տէրն մեր քրիստոս։ Արձակ-,Համբարձաւ տէրն մեր քրիստոս։ Արձակ
page_0200/line_039,page_0200,0.0002,0.0,22,False,Ով է յամպս որ հաւասարի,Ով է յամպս որ հաւասարի
page_0200/line_034,page_0200,0.0002,0.0,23,False,"զաւակ քո, և շինցից ազգէ","զաւակ քո, և շինցից ազգէ"
page_0300/line_042,page_0300,0.0002,0.0,24,False,"հատակեալ վըկայիցըն, տէր,","հատակեալ վըկայիցըն, տէր,"
page_0051/line_007,page_0051,0.0002,0.0,25,False,ցի՝ եւ ոչ գտաւ տեղի նորա։,ցի՝ եւ ոչ գտաւ տեղի նորա։
page_0543/line_022,page_0543,0.0002,0.0,32,False,թեան. վ. ԺԲ. 4. առն իւրում։ Մար-,թեան. վ. ԺԲ. 4. առն իւրում։ Մար-
page_0300/line_047,page_0300,0.0002,0.0,25,False,եւ ըզզուարճալի ըզբոյս. առ,եւ ըզզուարճալի ըզբոյս. առ
page_0559/line_052,page_0559,0.0002,0.0,22,False,Որ ՚ի վերդ ես. ցվերջն։,Որ ՚ի վերդ ես. ցվերջն։
page_0051/line_029,page_0051,0.0002,0.0,24,False,"Զի նետք քո հարան յիս, եւ","Զի նետք քո հարան յիս, եւ"
page_0543/line_084,page_0543,0.0002,0.0,29,False,Ուրբաթ. հարց հանգստեան։ Ճաշու,Ուրբաթ. հարց հանգստեան։ Ճաշու
page_0499/line_083,page_0499,0.0001,0.0,33,False,համբարձաւ տէրն մեր յերկ։ Արձակման,համբարձաւ տէրն մեր յերկ։ Արձակման
page_0559/line_039,page_0559,0.0001,0.0,19,False,աստուած որ ապրեցու։,աստուած որ ապրեցու։
page_0451/line_019,page_0451,0.0001,0.0,21,False,"Փառաւորեալ տէր, ընկալ","Փառաւորեալ տէր, ընկալ"
page_0200/line_032,page_0200,0.0001,0.0,5,False,իմոյ։,իմոյ։
page_0451/line_002,page_0451,0.0001,0.0,22,False,մտաներ ՚ի դատաստան ընդ,մտաներ ՚ի դատաստան ընդ
page_0499/line_004,page_0499,0.0001,0.0,22,False,երկոտասանիւքն հանդերձ։,երկոտասանիւքն հանդերձ։
page_0543/line_059,page_0543,0.0001,0.0,31,False,առաքեալ. վ. 11. երկայնմտութեան։,առաքեալ. վ. 11. երկայնմտութեան։
page_0300/line_003,page_0300,0.0001,0.0,23,False,գեւեա յերկրի մերում ըզ-,գեւեա յերկրի մերում ըզ-
page_0499/line_081,page_0499,0.0001,0.0,30,False,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ
page_0335/line_007,page_0335,0.0001,0.0,21,False,իմ յարդարութեան քում։,իմ յարդարութեան քում։
page_0200/line_040,page_0200,0.0001,0.0,25,False,"քեզ, կամ ով նմանիցի տեառն","քեզ, կամ ով նմանիցի տեառն"
page_0200/line_028,page_0200,0.0001,0.0,23,False,պատրաստ եղիցի ճշմարտու-,պատրաստ եղիցի ճշմարտու-
page_0451/line_030,page_0451,0.0001,0.0,22,False,"հայրապետաց, ճգնաւորաց,","հայրապետաց, ճգնաւորաց,"
page_0251/line_061,page_0251,0.0001,0.0,23,False,տեառն։ Եղիցի անուն տեա-,տեառն։ Եղիցի անուն տեա-
page_0251/line_025,page_0251,0.0001,0.0,22,False,"Ալէ. Հաճեցար, տէր, ընդ","Ալէ. Հաճեցար, տէր, ընդ"
page_0499/line_067,page_0499,0.0001,0.0,32,False,տէր։ հարց դկ. Որ յառաջ։ Առաւօտու,տէր։ հարց դկ. Որ յառաջ։ Առաւօտու
page_0251/line_052,page_0251,0.0001,0.0,23,False,"Հաճեցար, տէր, ընդ երկիր","Հաճեցար, տէր, ընդ երկիր"
page_0543/line_028,page_0543,0.0001,0.0,32,False,վ. 2. յայտնութեան նորա։ Առաքեալն,վ. 2. յայտնութեան նորա։ Առաքեալն
page_0300/line_001,page_0300,0.0001,0.0,22,False,իւրեանց տաճար մաքրեցին,իւրեանց տաճար մաքրեցին
page_0499/line_091,page_0499,0.0001,0.0,33,False,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-
page_0200/line_007,page_0200,0.0001,0.0,10,False,խոտ երկրի։,խոտ երկրի։
page_0543/line_024,page_0543,0.0001,0.0,32,False,իբրեւ զի. վ. 10. աստուծոյ մերոյ։,իբրեւ զի. վ. 10. աստուծոյ մերոյ։
page_0051/line_047,page_0051,0.0001,0.0,20,False,հեծութեան սրտի իմոյ։,հեծութեան սրտի իմոյ։
page_0559/line_072,page_0559,0.0001,0.0,24,False,եւ Միւռոնայ եպիսկոպոսին։,եւ Միւռոնայ եպիսկոպոսին։
page_0051/line_062,page_0051,0.0001,0.0,24,False,չար ՚ի վերայ իմ. խօսեցան,չար ՚ի վերայ իմ. խօսեցան
page_0451/line_001,page_0451,0.0001,0.0,24,False,"կենդանիս եւ զմեռեալս, մի","կենդանիս եւ զմեռեալս, մի"
page_0300/line_028,page_0300,0.0001,0.0,22,False,թիւնք. դադարեսցին յար-,թիւնք. դադարեսցին յար-
page_0335/line_001,page_0335,0.0001,0.0,24,False,Ուսուցից անօրինաց զճանա-,Ուսուցից անօրինաց զճանա-
page_0543/line_020,page_0543,0.0001,0.0,34,False,բուրեսցէ զիս. վ. 11. ընկալցի զքեզ։,բուրեսցէ զիս. վ. 11. ընկալցի զքեզ։
page_0200/line_050,page_0200,0.0001,0.0,22,False,"ժամանակաց նորա, եւ հե-","ժամանակաց նորա, եւ հե-"
page_0543/line_008,page_0543,0.0001,0.0,16,False,խնդրեն ՚ի նմանէ։,խնդրեն ՚ի նմանէ։
page_0335/line_009,page_0335,0.0001,0.0,21,False,"նաս, բերան իմ երգեսցէ","նաս, բերան իմ երգեսցէ"
page_0559/line_027,page_0559,0.0001,0.0,8,False,խաչանիշ։,խաչանիշ։
page_0051/line_020,page_0051,0.0001,0.0,25,False,"նոսա ՚ի մեղաւորաց, եւ կե-","նոսա ՚ի մեղաւորաց, եւ կե-"
page_0051/line_030,page_0051,0.0001,0.0,23,False,յիս հաստատեցաւ ձեռն քո։,յիս հաստատեցաւ ձեռն քո։
page_0451/line_047,page_0451,0.0001,0.0,23,False,"ցի, եւ գթացեալ կեցուսցէ","ցի, եւ գթացեալ կեցուսցէ"
page_0251/line_024,page_0251,0.0001,0.0,20,False,վերայ ամենայն երկրի։,վերայ ամենայն երկրի։
page_0335/line_021,page_0335,0.0001,0.0,20,False,պարիսպքն երուսաղեմի։,պարիսպքն երուսաղեմի։
page_0499/line_057,page_0499,0.0001,0.0,13,False,այնպէս խօսիմ։,այնպէս խօսիմ։
page_0200/line_053,page_0200,0.0001,0.0,23,False,"զերեսս քո իսպառ, բորբո-","զերեսս քո իսպառ, բորբո-"
page_0335/line_014,page_0335,0.0001,0.0,8,False,հաճեցար։,հաճեցար։
page_0300/line_041,page_0300,0.0001,0.0,25,False,Աղաչանօք սրբոց արեամբ նա-,Աղաչանօք սրբոց արեամբ նա-
page_0559/line_065,page_0559,0.0001,0.0,25,False,ռաւորեալ է քո յարութիւնդ։,ռաւորեալ է քո յարութիւնդ։
page_0051/line_035,page_0051,0.0001,0.0,25,False,բեռն ծանր ծանրացան ՚ի վե-,բեռն ծանր ծանրացան ՚ի վե-
page_0543/line_069,page_0543,0.0001,0.0,28,False,խօսէր. վ. 32. զյովնան է աստ։,խօսէր. վ. 32. զյովնան է աստ։
