id,column,ref_len,cer_baseline,cer_corrected,delta,applied,worse,ref,pred_beam,corrected
column_1/line_001,1,33,0.0303,0.0000,-0.0303,True,False,դձ. Որք տնկակիցք և Համբարձաւ տէրն,դձ. Որք անկակիցք և Համբարձաւ տէրն,դձ. Որք տնկակիցք և Համբարձաւ տէրն
column_1/line_002,1,33,0.0000,0.0000,0.0000,False,False,մեր յերկ։ Արձակման աւետարան Մարկ.,մեր յերկ։ Արձակման աւետարան Մարկ.,մեր յերկ։ Արձակման աւետարան Մարկ.
column_1/line_003,1,33,0.0000,0.0000,0.0000,False,False,ժ. 46. Եւ գան յերիքով. վ. ԺԱ. 11.,ժ. 46. Եւ գան յերիքով. վ. ԺԱ. 11.,ժ. 46. Եւ գան յերիքով. վ. ԺԱ. 11.
column_1/line_004,1,22,0.0000,0.0000,0.0000,False,False,երկոտասանիւքն հանդերձ։,երկոտասանիւքն հանդերձ։,երկոտասանիւքն հանդերձ։
column_1/line_005,1,33,0.0000,0.0000,0.0000,False,False,"Երկուշաբաթ. ահ, բկ. Փարաւոն։ Հարց","Երկուշաբաթ. ահ, բկ. Փարաւոն։ Հարց","Երկուշաբաթ. ահ, բկ. Փարաւոն։ Հարց"
column_1/line_006,1,33,0.0000,0.0000,0.0000,False,False,դկ. Որ զամենազօր։ Առաւօտու աւետա-,դկ. Որ զամենազօր։ Առաւօտու աւետա-,դկ. Որ զամենազօր։ Առաւօտու աւետա-
column_1/line_007,1,33,0.0000,0.0000,0.0000,False,False,րան Ղուկ. Ի. 1. Եւ եղեւ ՚ի միում.,րան Ղուկ. Ի. 1. Եւ եղեւ ՚ի միում.,րան Ղուկ. Ի. 1. Եւ եղեւ ՚ի միում.
column_1/line_008,1,31,0.0000,0.0000,0.0000,False,False,վ. 8. առնեմ զայս։ Ճաշու շարական,վ. 8. առնեմ զայս։ Ճաշու շարական,վ. 8. առնեմ զայս։ Ճաշու շարական
column_1/line_009,1,34,0.0588,0.0588,0.0000,False,False,աձ. Որ համբարձաւն։ Սաղ. ՃԼ Տէր ոչ.,աձ. Որ համբարձաւն։ Սաղ. Ճձ. Տէր ոչ.,աձ. Որ համբարձաւն։ Սաղ. Ճձ. Տէր ոչ.
column_1/line_010,1,33,0.0000,0.0000,0.0000,False,False,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.
column_1/line_011,1,32,0.0000,0.0000,0.0000,False,False,Եւ յետ հինգ աւուրց. վ. 20. խօսէր,Եւ յետ հինգ աւուրց. վ. 20. խօսէր,Եւ յետ հինգ աւուրց. վ. 20. խօսէր
column_1/line_012,1,33,0.0000,0.0000,0.0000,False,False,ընդ նմա։ Սաղ. ԽԶ. Համբարձաւ։ Կաթ.,ընդ նմա։ Սաղ. ԽԶ. Համբարձաւ։ Կաթ.,ընդ նմա։ Սաղ. ԽԶ. Համբարձաւ։ Կաթ.
column_1/line_013,1,34,0.0294,0.0294,0.0000,False,False,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13 շը-,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13. շը-,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13. շը-
column_1/line_014,1,33,0.0000,0.0000,0.0000,False,False,նորհք ընդ ձեզ։ Ալէ. սաղ. ԻԳ. Համ-,նորհք ընդ ձեզ։ Ալէ. սաղ. ԻԳ. Համ-,նորհք ընդ ձեզ։ Ալէ. սաղ. ԻԳ. Համ-
column_1/line_015,1,32,0.0000,0.0000,0.0000,False,False,բարձէք։ Աւետարան Յովհ. ԺԲ. 24 Ա-,բարձէք։ Աւետարան Յովհ. ԺԲ. 24 Ա-,բարձէք։ Աւետարան Յովհ. ԺԲ. 24 Ա-
column_1/line_016,1,30,0.0000,0.0000,0.0000,False,False,մէն ամէն ասեմ. վ 26. հայրն իմ։,մէն ամէն ասեմ. վ 26. հայրն իմ։,մէն ամէն ասեմ. վ 26. հայրն իմ։
column_1/line_017,1,31,0.0000,0.0000,0.0000,False,False,Յերեկոյին առաջին Աւետարան Մատթ.,Յերեկոյին առաջին Աւետարան Մատթ.,Յերեկոյին առաջին Աւետարան Մատթ.
column_1/line_018,1,34,0.0000,0.0000,0.0000,False,False,ԻԱ. 18. Եւ այգուցն. վ. 32. հաւատալ,ԻԱ. 18. Եւ այգուցն. վ. 32. հաւատալ,ԻԱ. 18. Եւ այգուցն. վ. 32. հաւատալ
column_1/line_019,1,32,0.0000,0.0000,0.0000,False,False,"նմա։ Մեսեդի, Երգեցէք տեառն. Մտէք","նմա։ Մեսեդի, Երգեցէք տեառն. Մտէք","նմա։ Մեսեդի, Երգեցէք տեառն. Մտէք"
column_1/line_020,1,31,0.0000,0.0000,0.0000,False,False,առաջի։ Հմբ. դձ. Որք տնկակիցք. և,առաջի։ Հմբ. դձ. Որք տնկակիցք. և,առաջի։ Հմբ. դձ. Որք տնկակիցք. և
column_1/line_021,1,34,0.0294,0.0294,0.0000,False,False,Համբարձաւ տէրն մեր քրիստոս։ Արձակ-,Համբարձաւ տէրն մեր քրիստոս։ Արձակ,Համբարձաւ տէրն մեր քրիստոս։ Արձակ
column_1/line_022,1,32,0.0000,0.0000,0.0000,False,False,ման աւետարան Մարկ. ԺԱ. 12. Եւ ՚ի,ման աւետարան Մարկ. ԺԱ. 12. Եւ ՚ի,ման աւետարան Մարկ. ԺԱ. 12. Եւ ՚ի
column_1/line_023,1,32,0.0000,0.0000,0.0000,False,False,վաղիւ անդր. վ. 26. զյանցանս ձեր։,վաղիւ անդր. վ. 26. զյանցանս ձեր։,վաղիւ անդր. վ. 26. զյանցանս ձեր։
column_1/line_024,1,32,0.0000,0.0000,0.0000,False,False,Երեքշաբաթ. ահ. գձ. Օգնական։ Հարց,Երեքշաբաթ. ահ. գձ. Օգնական։ Հարց,Երեքշաբաթ. ահ. գձ. Օգնական։ Հարց
column_1/line_025,1,32,0.0000,0.0000,0.0000,False,False,դկ. Այսօր ցնծան։ Առաւօտու աւետա-,դկ. Այսօր ցնծան։ Առաւօտու աւետա-,դկ. Այսօր ցնծան։ Առաւօտու աւետա-
column_1/line_026,1,34,0.0000,0.0000,0.0000,False,False,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.
column_1/line_027,1,33,0.0000,0.0000,0.0000,False,False,զառակն զայն։ Ճաշու շարական դկ. Որ,զառակն զայն։ Ճաշու շարական դկ. Որ,զառակն զայն։ Ճաշու շարական դկ. Որ
column_1/line_028,1,32,0.0000,0.0000,0.0000,False,False,ողորմութեամբ։ Սաղ. ՃԼԴ. Աստ օրհ-,ողորմութեամբ։ Սաղ. ՃԼԴ. Աստ օրհ-,ողորմութեամբ։ Սաղ. ՃԼԴ. Աստ օրհ-
column_1/line_029,1,33,0.0000,0.0000,0.0000,False,False,նեցէք. Օրհնեցէք. Խոստովան։ Գործք.,նեցէք. Օրհնեցէք. Խոստովան։ Գործք.,նեցէք. Օրհնեցէք. Խոստովան։ Գործք.
column_1/line_030,1,36,0.0000,0.0000,0.0000,False,False,ԻԴ. 27. Եւ ՚ի կատարիլ երկուց. վ. ԻԵ.,ԻԴ. 27. Եւ ՚ի կատարիլ երկուց. վ. ԻԵ.,ԻԴ. 27. Եւ ՚ի կատարիլ երկուց. վ. ԻԵ.
column_1/line_031,1,30,0.0000,0.0000,0.0000,False,False,12. առ կայսր երթիջիր։ Սաղ. ԽԶ.,12. առ կայսր երթիջիր։ Սաղ. ԽԶ.,12. առ կայսր երթիջիր։ Սաղ. ԽԶ.
column_1/line_032,1,34,0.0000,0.0000,0.0000,False,False,Համբարձաւ։ Կաթ. դ. Յովհ. Ա. 1. Յե-,Համբարձաւ։ Կաթ. դ. Յովհ. Ա. 1. Յե-,Համբարձաւ։ Կաթ. դ. Յովհ. Ա. 1. Յե-
column_1/line_033,1,34,0.0000,0.0000,0.0000,False,False,րիցուէ առ գայիոս. վ. 15. յանուանէ։,րիցուէ առ գայիոս. վ. 15. յանուանէ։,րիցուէ առ գայիոս. վ. 15. յանուանէ։
column_1/line_034,1,33,0.0000,0.0000,0.0000,False,False,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան
column_1/line_035,1,36,0.0000,0.0000,0.0000,False,False,Յովհ. ԺԲ. 27. Բայց այժմ անձն. վ. 43.,Յովհ. ԺԲ. 27. Բայց այժմ անձն. վ. 43.,Յովհ. ԺԲ. 27. Բայց այժմ անձն. վ. 43.
column_1/line_036,1,16,0.0625,0.0000,-0.0625,True,False,զփառսն աստուծոյ։,զիառսն աստուծոյ։,զփառսն աստուծոյ։
column_1/line_037,1,31,0.0000,0.0000,0.0000,False,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
column_1/line_038,1,33,0.0000,0.0000,0.0000,False,False,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.
column_1/line_039,1,34,0.0000,0.0000,0.0000,False,False,ունէին զնա։ Մեսեդ. Եկայք եւ տեսէք.,ունէին զնա։ Մեսեդ. Եկայք եւ տեսէք.,ունէին զնա։ Մեսեդ. Եկայք եւ տեսէք.
column_1/line_040,1,35,0.0000,0.0000,0.0000,False,False,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.
column_1/line_041,1,33,0.0000,0.0000,0.0000,False,False,և համբարձաւ տէրն մեր յերկինս։ Ար-,և համբարձաւ տէրն մեր յերկինս։ Ար-,և համբարձաւ տէրն մեր յերկինս։ Ար-
column_1/line_042,1,29,0.0000,0.0000,0.0000,False,False,ձակման աւետարան Մարկ. ԺԱ. 27.,ձակման աւետարան Մարկ. ԺԱ. 27.,ձակման աւետարան Մարկ. ԺԱ. 27.
column_1/line_043,1,33,0.0000,0.0000,0.0000,False,False,Գան միւսանգամ. վ. ԺԲ. 17. եւ զար-,Գան միւսանգամ. վ. ԺԲ. 17. եւ զար-,Գան միւսանգամ. վ. ԺԲ. 17. եւ զար-
column_1/line_044,1,13,0.0000,0.0000,0.0000,False,False,մացան ընդ նա։,մացան ընդ նա։,մացան ընդ նա։
column_1/line_045,1,32,0.0312,0.0000,-0.0312,True,False,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Օորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-
column_1/line_046,1,34,0.0000,0.0000,0.0000,False,False,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-
column_2/line_001,2,32,0.0000,0.0000,0.0000,False,False,տու աւետարան Ղուկ. Ի. 20. Եւ ապա,տու աւետարան Ղուկ. Ի. 20. Եւ ապա,տու աւետարան Ղուկ. Ի. 20. Եւ ապա
column_2/line_002,2,35,0.0000,0.0000,0.0000,False,False,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու
column_2/line_003,2,35,0.0571,0.0571,0.0000,False,False,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԼԶ.,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԱ.,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԱ.
column_2/line_004,2,32,0.0000,0.0000,0.0000,False,False,Առ գետս. Խոստովան. Տէր փորձեցեր։,Առ գետս. Խոստովան. Տէր փորձեցեր։,Առ գետս. Խոստովան. Տէր փորձեցեր։
column_2/line_005,2,34,0.0000,0.0000,0.0000,False,False,Գործք. ԻԵ. 13. Իբրեւ անցին. վ. 22.,Գործք. ԻԵ. 13. Իբրեւ անցին. վ. 22.,Գործք. ԻԵ. 13. Իբրեւ անցին. վ. 22.
column_2/line_006,2,34,0.0000,0.0000,0.0000,False,False,՚ի վաղիւ լուիցես։ Սաղ. ԽԶ. Համբար-,՚ի վաղիւ լուիցես։ Սաղ. ԽԶ. Համբար-,՚ի վաղիւ լուիցես։ Սաղ. ԽԶ. Համբար-
column_2/line_007,2,32,0.0000,0.0000,0.0000,False,False,ձաւ։ Կաթ. Յուդա. Ա. 1. Յուդա յի-,ձաւ։ Կաթ. Յուդա. Ա. 1. Յուդա յի-,ձաւ։ Կաթ. Յուդա. Ա. 1. Յուդա յի-
column_2/line_008,2,36,0.0000,0.0000,0.0000,False,False,սուսի. վ. 7. ընկալեալ դատաստան։ Ալէ.,սուսի. վ. 7. ընկալեալ դատաստան։ Ալէ.,սուսի. վ. 7. ընկալեալ դատաստան։ Ալէ.
column_2/line_009,2,34,0.0000,0.0000,0.0000,False,False,սաղ. ԻԳ. Համբարձէք։ Աւետարան Յովհ.,սաղ. ԻԳ. Համբարձէք։ Աւետարան Յովհ.,սաղ. ԻԳ. Համբարձէք։ Աւետարան Յովհ.
column_2/line_010,2,33,0.0000,0.0000,0.0000,False,False,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.
column_2/line_011,2,13,0.0000,0.0000,0.0000,False,False,այնպէս խօսիմ։,այնպէս խօսիմ։,այնպէս խօսիմ։
column_2/line_012,2,31,0.0000,0.0000,0.0000,False,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
column_2/line_013,2,32,0.0000,0.0000,0.0000,False,False,ԻԲ. 1. Դարձեալ պատասխանի. վ. 14.,ԻԲ. 1. Դարձեալ պատասխանի. վ. 14.,ԻԲ. 1. Դարձեալ պատասխանի. վ. 14.
column_2/line_014,2,34,0.0294,0.0000,-0.0294,True,False,ընտրեալք։ Մեսեդի. Աստուած մեր յեր-,ընարեալք։ Մեսեդի. Աստուած մեր յեր-,ընտրեալք։ Մեսեդի. Աստուած մեր յեր-
column_2/line_015,2,34,0.0000,0.0000,0.0000,False,False,կինս. Յելանելն։ Հմբ. դձ. Որք տնկա-,կինս. Յելանելն։ Հմբ. դձ. Որք տնկա-,կինս. Յելանելն։ Հմբ. դձ. Որք տնկա-
column_2/line_016,2,32,0.0000,0.0000,0.0000,False,False,կիցք. և համբարձաւ տէրն մեր քրիս-,կիցք. և համբարձաւ տէրն մեր քրիս-,կիցք. և համբարձաւ տէրն մեր քրիս-
column_2/line_017,2,32,0.0000,0.0000,0.0000,False,False,տոս։ Արձակման աւետարան Մարկ. ԺԲ.,տոս։ Արձակման աւետարան Մարկ. ԺԲ.,տոս։ Արձակման աւետարան Մարկ. ԺԲ.
column_2/line_018,2,33,0.0000,0.0000,0.0000,False,False,17. Գան առ նա սադուկեցիքն. վ. 31.,17. Գան առ նա սադուկեցիքն. վ. 31.,17. Գան առ նա սադուկեցիքն. վ. 31.
column_2/line_019,2,13,0.0000,0.0000,0.0000,False,False,հարցանել ցնա։,հարցանել ցնա։,հարցանել ցնա։
column_2/line_022,2,32,0.0000,0.0000,0.0000,False,False,տէր։ հարց դկ. Որ յառաջ։ Առաւօտու,տէր։ հարց դկ. Որ յառաջ։ Առաւօտու,տէր։ հարց դկ. Որ յառաջ։ Առաւօտու
column_2/line_023,2,31,0.0000,0.0000,0.0000,False,False,աւետարան Ղուկ. Ի. 28. Մատուցեալ,աւետարան Ղուկ. Ի. 28. Մատուցեալ,աւետարան Ղուկ. Ի. 28. Մատուցեալ
column_2/line_024,2,32,0.0000,0.0000,0.0000,False,False,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։
column_2/line_025,2,31,0.0000,0.0323,0.0323,True,True,Ճաշու շարական աձ. Որ համբաձաւն։,Ճաշու շարական աձ. Որ համբաձաւն։,Ճաշու շարական աձ. Որ համբարձաւն։
column_2/line_026,2,30,0.0000,0.0000,0.0000,False,False,Սաղ. ՃԼԹ. Ապրեցո։ Տէր կարդացի.,Սաղ. ՃԼԹ. Ապրեցո։ Տէր կարդացի.,Սաղ. ՃԼԹ. Ապրեցո։ Տէր կարդացի.
column_2/line_027,2,34,0.0000,0.0000,0.0000,False,False,Ձայնիւ։ Գործք. ԻԵ. 23. Եւ ՚ի վաղիւ,Ձայնիւ։ Գործք. ԻԵ. 23. Եւ ՚ի վաղիւ,Ձայնիւ։ Գործք. ԻԵ. 23. Եւ ՚ի վաղիւ
column_2/line_028,2,33,0.0000,0.0000,0.0000,False,False,անդր վ. ԻԶ. 32. բողոքել ՚ի կայսր.,անդր վ. ԻԶ. 32. բողոքել ՚ի կայսր.,անդր վ. ԻԶ. 32. բողոքել ՚ի կայսր.
column_2/line_029,2,34,0.0000,0.0000,0.0000,False,False,Կաթ. Յուդայ. Ա. 8. Ըստ նմին օրինա-,Կաթ. Յուդայ. Ա. 8. Ըստ նմին օրինա-,Կաթ. Յուդայ. Ա. 8. Ըստ նմին օրինա-
column_2/line_030,2,33,0.0000,0.0000,0.0000,False,False,կի. վ. 15. մեղաւորք եւ ամբարիշտք։,կի. վ. 15. մեղաւորք եւ ամբարիշտք։,կի. վ. 15. մեղաւորք եւ ամբարիշտք։
column_2/line_031,2,33,0.0000,0.0000,0.0000,False,False,ԱԼէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,ԱԼէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,ԱԼէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան
column_2/line_032,2,31,0.0000,0.0000,0.0000,False,False,Յովհ. ԺԳ. 1. Յառաջագոյն քան. վ.,Յովհ. ԺԳ. 1. Յառաջագոյն քան. վ.,Յովհ. ԺԳ. 1. Յառաջագոյն քան. վ.
column_2/line_033,2,20,0.0000,0.0000,0.0000,False,False,15. եւ դուք առնիջիք։,15. եւ դուք առնիջիք։,15. եւ դուք առնիջիք։
column_2/line_034,2,31,0.0000,0.0000,0.0000,False,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
column_2/line_035,2,31,0.0000,0.0000,0.0000,False,False,ԻԲ. 16. Յայնժամ գնացեալ. վ. 46.,ԻԲ. 16. Յայնժամ գնացեալ. վ. 46.,ԻԲ. 16. Յայնժամ գնացեալ. վ. 46.
column_2/line_036,2,30,0.0000,0.0000,0.0000,False,False,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ
column_2/line_037,2,34,0.0000,0.0000,0.0000,False,False,հովուեսդ։ Հմբ. դձ. Որք տնկակիցք. և,հովուեսդ։ Հմբ. դձ. Որք տնկակիցք. և,հովուեսդ։ Հմբ. դձ. Որք տնկակիցք. և
column_2/line_038,2,33,0.0000,0.0000,0.0000,False,False,համբարձաւ տէրն մեր յերկ։ Արձակման,համբարձաւ տէրն մեր յերկ։ Արձակման,համբարձաւ տէրն մեր յերկ։ Արձակման
column_2/line_039,2,31,0.0000,0.0000,0.0000,False,False,աւետարան Մարկ. ԺԲ. 35. Պատասխա-,աւետարան Մարկ. ԺԲ. 35. Պատասխա-,աւետարան Մարկ. ԺԲ. 35. Պատասխա-
column_2/line_040,2,25,0.0000,0.0000,0.0000,False,False,նի ետ. վ. 44. զկեանս իւր։,նի ետ. վ. 44. զկեանս իւր։,նի ետ. վ. 44. զկեանս իւր։
column_2/line_041,2,30,0.0000,0.0000,0.0000,False,False,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց
column_2/line_042,2,32,0.0000,0.0000,0.0000,False,False,դկ. Անսկիզբն բանդ։ Առաւօտու աւե-,դկ. Անսկիզբն բանդ։ Առաւօտու աւե-,դկ. Անսկիզբն բանդ։ Առաւօտու աւե-
column_2/line_043,2,34,0.0000,0.0000,0.0000,False,False,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.
column_2/line_044,2,36,0.0000,0.0000,0.0000,False,False,"վ. 38. լսել ՚ի նմանէ։ Ճաշու շարական,","վ. 38. լսել ՚ի նմանէ։ Ճաշու շարական,","վ. 38. լսել ՚ի նմանէ։ Ճաշու շարական,"
column_2/line_045,2,34,0.0294,0.0000,-0.0294,True,False,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃիԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր
column_2/line_046,2,33,0.0000,0.0000,0.0000,False,False,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-
column_2/line_047,2,34,0.0000,0.0294,0.0294,True,True,նմեմ։ Գործք. ԻԷ. 1. Իբրեւ հրամայե-,նմեմ։ Գործք. ԻԷ. 1. Իբրեւ հրամայե-,նեմ։ Գործք. ԻԷ. 1. Իբրեւ հրամայե-
column_2/line_048,2,32,0.0000,0.0000,0.0000,False,False,ցաւ. վ. ԻԸ. 16. պահապանաւ իւրով։,ցաւ. վ. ԻԸ. 16. պահապանաւ իւրով։,ցաւ. վ. ԻԸ. 16. պահապանաւ իւրով։
